,artist,date.entered,rank,time,track,week,year
749,'Guy','1999-12-18',19.0,'4:08',"""Dancin'""",'wk3',2000
750,'Hanson','2000-04-22',20.0,'4:14','This Time Around','wk3',2000
751,"'Hart, Beth'",'1999-11-27',98.0,'3:47','L.A. Song','wk3',2000
752,"'Heatherly, Eric'",'2000-04-29',88.0,'3:16','Flowers On The Wall','wk3',2000
753,"'Henley, Don'",'2000-06-24',74.0,'4:08','Taking You Home','wk3',2000
754,"'Herndon, Ty'",'2000-03-18',99.0,'4:43','No Mercy','wk3',2000
755,"'Hill, Faith'",'1999-11-06',62.0,'4:04','Breathe','wk3',2000
756,"'Hill, Faith'",'2000-08-12',73.0,'4:11',"""Let's Make Love""",'wk3',2000
757,'Hoku','2000-02-19',49.0,'3:47','Another Dumb Blonde','wk3',2000
758,"'Hollister, Dave'",'2000-03-25',93.0,'6:17',"""Can't Stay""",'wk3',2000
759,'Hot Boys','2000-02-19',71.0,'4:16','I Need A Hot Girl','wk3',2000
760,"'Houston, Whitney'",'2000-06-17',68.0,'3:54','Could I Have This Ki...','wk3',2000
761,"'Houston, Whitney'",'2000-02-19',83.0,'4:18','I Learned From The B...','wk3',2000
762,"'Houston, Whitney'",'1999-09-04',44.0,'4:16','My Love Is Your Love','wk3',2000
763,"'Houston, Whitney'",'2000-06-17',71.0,'4:45',"'Same Script, Differe...'",'wk3',2000
764,'Ice Cube','1999-12-04',50.0,'4:20','You Can Do It','wk3',2000
765,'Ideal','2000-06-10',67.0,'3:48','Whatever','wk3',2000
766,"'Iglesias, Enrique'",'2000-04-01',34.0,'3:36','Be With You','wk3',2000
767,"'Iglesias, Enrique'",'1999-12-04',79.0,'7:35','Rhythm Divine','wk3',2000
768,'IMx','1999-10-09',45.0,'3:37','Stay The Night','wk3',2000
769,"'Jackson, Alan'",'2000-06-24',68.0,'2:53','It Must Be Love','wk3',2000
770,"'Jackson, Alan'",'1999-11-13',70.0,'3:04','Pop A Top','wk3',2000
771,"'Jackson, Alan'",'2000-11-04',59.0,'2:36','www.memory','wk3',2000
772,'Jagged Edge','1999-12-11',17.0,'3:30',"""He Can't Love U""",'wk3',2000
773,'Jagged Edge','2000-05-06',55.0,'4:23',"""Let's Get Married""",'wk3',2000
774,'Janet','2000-06-17',43.0,'4:17',"""Doesn't Really Matte...""",'wk3',2000
775,'Ja Rule','2000-09-16',61.0,'4:05','Between Me And You','wk3',2000
776,'Jay-Z','2000-02-26',55.0,'3:41','Anything','wk3',2000
777,'Jay-Z','2000-04-22',39.0,'3:55',"""Big Pimpin'""",'wk3',2000
778,'Jay-Z','2000-01-15',65.0,'3:47','Do It Again','wk3',2000
779,'Jay-Z','2000-08-12',98.0,'3:40','Hey Papi','wk3',2000
780,'Jay-Z','2000-10-28',35.0,'3:50','I Just Wanna Love U','wk3',2000
781,"'Jean, Wyclef'",'2000-10-07',64.0,'4:00','911','wk3',2000
782,'Joe','2000-01-01',69.0,'4:57','I Wanna Know','wk3',2000
783,'Joe','2000-08-05',63.0,'4:12','Treat Her Like A Lad...','wk3',2000
784,"'John, Elton'",'2000-04-22',49.0,'4:41','Someday Out Of The B...','wk3',2000
785,"'Jones, Donell'",'2000-04-22',65.0,'6:22','Where I Wanna Be','wk3',2000
786,"'Jordan, Montell'",'1999-10-23',72.0,'4:34','Get It On.. Tonite','wk3',2000
787,'J-Shin','1999-12-25',69.0,'4:34','One Night Stand','wk3',2000
788,'Juvenile','2000-02-05',100.0,'3:51','U Understand','wk3',2000
789,'Kandi','2000-08-05',66.0,'3:50',"""Don't Think I'm Not""",'wk3',2000
790,"'Keith, Toby'",'2000-08-05',75.0,'3:39','Country Comes To Tow...','wk3',2000
791,"'Keith, Toby'",'2000-01-29',59.0,'3:29','How Do You Like Me N...','wk3',2000
792,'Kelis','1999-12-04',67.0,'4:09','Caught Out There','wk3',2000
793,'Kenny G','1999-12-25',7.0,'7:50','Auld Lang Syne','wk3',2000
794,'Kid Rock','2000-02-19',46.0,'5:27','Only God Knows Why','wk3',2000
795,"'Kravitz, Lenny'",'2000-03-25',71.0,'4:17','I Belong To You','wk3',2000
796,'Kumbia Kings','2000-03-04',62.0,'3:50',"""U Don't Love Me""",'wk3',2000
797,"'Larrieux, Amel'",'2000-03-04',97.0,'4:02','Get Up','wk3',2000
798,"'Lawrence, Tracy'",'2000-01-29',61.0,'2:55','Lessons Learned','wk3',2000
799,"'Levert, Gerald'",'2000-08-19',92.0,'4:10','Baby U Are','wk3',2000
800,"'Levert, Gerald'",'2000-03-18',83.0,'4:06','Mr. Too Damn Good','wk3',2000
801,'LFO','2000-04-15',68.0,'5:00',"""I Don't Wanna Kiss Y...""",'wk3',2000
802,'LFO','2000-08-05',88.0,'3:27','West Side Story','wk3',2000
803,'Lil Bow Wow','2000-08-19',24.0,'3:22','Bounce With Me','wk3',2000
804,"""Lil' Kim""",'2000-11-25',77.0,'3:50','How Many Licks?','wk3',2000
805,"""Lil' Kim""",'2000-07-15',67.0,'4:12','No Matter What They ...','wk3',2000
806,"""Lil' Mo""",'2000-08-12',97.0,'4:17','Ta Da','wk3',2000
807,'Lil Wayne','1999-12-04',92.0,'4:13','Tha Block Is Hot','wk3',2000
808,"""Lil' Zane""",'2000-07-29',57.0,'3:43',"""Callin' Me""",'wk3',2000
809,'Limp Bizkit','1999-12-04',85.0,'3:55','N 2 Gether Now','wk3',2000
810,'Limp Bizkit','1999-12-04',90.0,'4:08','Re-Arranged','wk3',2000
811,'Limp Bizkit','2000-11-11',72.0,'4:04',"""Rollin'""",'wk3',2000
812,'LL Cool J','2000-08-12',nan,'4:00','Imagine That','wk3',2000
813,'Lonestar','1999-06-05',44.0,'4:25','Amazed','wk3',2000
814,'Lonestar','1999-12-18',80.0,'3:33','Smile','wk3',2000
815,'Lonestar','2000-06-10',66.0,'3:30','What About Now','wk3',2000
816,"'Lopez, Jennifer'",'2000-02-19',66.0,'4:28',"""Feelin' Good""",'wk3',2000
817,"'Loveless, Patty'",'2000-09-16',93.0,'3:27',"""That's The Kind Of M...""",'wk3',2000
818,'Lox','2000-03-18',80.0,'3:56',"'Ryde or Die, Chick'",'wk3',2000
819,'Lucy Pearl','2000-05-20',63.0,'3:45','Dance Tonight','wk3',2000
820,'Ludacris','2000-09-30',63.0,'4:16',"""What's Your Fantasy""",'wk3',2000
821,'M2M','1999-11-20',62.0,'3:41',"""Don't Say You Love M...""",'wk3',2000
822,'M2M','2000-04-01',94.0,'3:19','Mirror Mirror','wk3',2000
823,'Madison Avenue','2000-07-08',93.0,'3:44',"""Don't Call Me Baby""",'wk3',2000
824,'Madonna','2000-02-19',29.0,'4:30','American Pie','wk3',2000
825,'Madonna','2000-08-12',18.0,'3:45','Music','wk3',2000
826,"'Martin, Ricky'",'2000-03-11',71.0,'4:02','Private Emotion','wk3',2000
827,"'Martin, Ricky'",'1999-11-20',52.0,'3:08','Shake Your Bon-Bon','wk3',2000
828,"'Martin, Ricky'",'2000-10-07',21.0,'4:02','She Bangs','wk3',2000
829,'Mary Mary','2000-03-25',72.0,'3:12','Shackles','wk3',2000
830,'Master P','2000-11-18',nan,'3:33','Souljas','wk3',2000
831,'matchbox twenty','2000-04-29',29.0,'4:12','Bent','wk3',2000
832,"'McBride, Martina'",'2000-02-05',65.0,'5:13',"""Love's The Only Hous...""",'wk3',2000
833,"'McBride, Martina'",'2000-09-09',75.0,'3:26','There You Are','wk3',2000
834,"'McEntire, Reba'",'2000-05-13',79.0,'4:23',"""I'll Be""",'wk3',2000
835,"'McEntire, Reba'",'1999-10-30',71.0,'3:26','What Do You Say','wk3',2000
836,"'McGraw, Tim'",'1999-11-27',71.0,'4:33','My Best Friend','wk3',2000
837,"'McGraw, Tim'",'2000-10-21',56.0,'3:37','My Next Thirty Years','wk3',2000
838,"'McGraw, Tim'",'2000-05-13',66.0,'3:56','Some Things Never Ch...','wk3',2000
839,"'McKnight, Brian'",'2000-02-26',82.0,'4:32','Stay Or Let It Go','wk3',2000
840,"'Messina, Jo Dee'",'2000-01-29',71.0,'3:50','Because You Love Me','wk3',2000
841,"'Messina, Jo Dee'",'2000-06-24',63.0,'3:17',"""That's The Way""",'wk3',2000
842,'Metallica','2000-05-13',88.0,'4:26','I Disappear','wk3',2000
843,'Metallica','2000-02-12',78.0,'5:43','No Leaf Clover','wk3',2000
844,'Montgomery Gentry','2000-03-04',81.0,'4:18',"""Daddy Won't Sell The...""",'wk3',2000
845,"'Montgomery, John Michael'",'2000-09-09',64.0,'3:52','The Little Girl','wk3',2000
846,"'Moore, Chante'",'2000-10-28',97.0,'3:40','Straight Up','wk3',2000
847,"'Moore, Mandy'",'2000-06-17',54.0,'4:12','I Wanna Be With You','wk3',2000
848,"'Mumba, Samantha'",'2000-09-09',65.0,'3:19','Gotta Tell You','wk3',2000
849,'Musiq','2000-10-14',65.0,'4:02','Just Friends','wk3',2000
850,'Mya','2000-08-19',52.0,'3:50','Case Of The Ex','wk3',2000
851,'Mya','2000-04-15',65.0,'4:12','The Best Of Me','wk3',2000
852,'Mystikal','2000-08-12',65.0,'4:46','Shake Ya Ass','wk3',2000
853,'Nas','2000-03-25',68.0,'3:51','You Owe Me','wk3',2000
854,'Nelly','2000-04-29',96.0,'4:17','(Hot S**t) Country G...','wk3',2000
855,'Next','2000-05-27',46.0,'4:03','Wifey','wk3',2000
856,'Nine Days','2000-05-06',59.0,'3:09','Absolutely','wk3',2000
857,'Nine Days','2000-12-02',81.0,'4:18','If I Am','wk3',2000
858,'No Doubt','2000-07-01',39.0,'4:11','Simple Kind Of Life','wk3',2000
859,"""N'Sync""",'2000-01-29',19.0,'3:15','Bye Bye Bye','wk3',2000
860,"""N'Sync""",'2000-05-06',51.0,'3:10',"""It's Gonna Be Me""",'wk3',2000
861,"""N'Sync""",'2000-09-30',19.0,'4:23','This I Promise You','wk3',2000
862,'Nu Flavor','2000-06-03',89.0,'3:54','3 Little Words','wk3',2000
863,"'Offspring, The'",'2000-11-25',70.0,'3:42','Original Prankster','wk3',2000
864,"'Paisley, Brad'",'2000-05-13',90.0,'3:19','Me Neither','wk3',2000
865,"'Paisley, Brad'",'2000-10-14',52.0,'3:45','We Danced','wk3',2000
866,'Papa Roach','2000-07-29',69.0,'3:19','Last Resort','wk3',2000
867,'Pearl Jam','2000-05-13',84.0,'5:20','Nothing As It Seems','wk3',2000
868,'Pink','2000-08-12',52.0,'4:06','Most Girls','wk3',2000
869,'Pink','2000-03-04',12.0,'3:23','There U Go','wk3',2000
870,"'Price, Kelly'",'2000-07-15',69.0,'6:20','As We Lay','wk3',2000
871,"'Price, Kelly'",'2000-05-13',98.0,'3:46','Love Sets You Free','wk3',2000
872,"'Price, Kelly'",'2000-09-23',91.0,'3:12',"""You Should've Told M...""",'wk3',2000
873,'Profyle','2000-09-16',25.0,'3:57','Liar','wk3',2000
874,'Puff Daddy','2000-02-12',62.0,'5:33','Best Friend','wk3',2000
875,'Q-Tip','2000-01-22',81.0,'4:06','Breathe And Stop','wk3',2000
876,'Rascal Flatts','2000-05-06',72.0,'3:36',"""Prayin' For Daylight""",'wk3',2000
877,"'Raye, Collin'",'2000-03-18',75.0,'3:40',"""Couldn't Last A Mome...""",'wk3',2000
878,'Red Hot Chili Peppers','2000-07-29',72.0,'5:21','Californication','wk3',2000
879,'Red Hot Chili Peppers','2000-02-12',65.0,'4:13','Otherside','wk3',2000
880,'R.E.M.','1999-12-25',70.0,'4:10','The Great Beyond','wk3',2000
881,"'Rimes, LeAnn'",'1999-10-16',51.0,'3:03','Big Deal','wk3',2000
882,"'Rimes, LeAnn'",'2000-09-09',79.0,'3:33',"""Can't Fight The Moon...""",'wk3',2000
883,"'Rimes, LeAnn'",'2000-05-27',67.0,'3:42','I Need You','wk3',2000
884,"'Rogers, Kenny'",'2000-03-11',65.0,'3:46','Buy Me A Rose','wk3',2000
885,'Ruff Endz','2000-07-01',19.0,'3:56','No More','wk3',2000
886,'Sammie','2000-01-29',58.0,'4:09','I Like It','wk3',2000
887,'Santana','2000-02-12',6.0,'4:18',"'Maria, Maria'",'wk3',2000
888,'Savage Garden','2000-04-08',51.0,'4:41','Crash And Burn','wk3',2000
889,'Savage Garden','1999-10-23',43.0,'4:07','I Knew I Loved You','wk3',2000
890,'SheDaisy','1999-12-25',nan,'3:46','Deck The Halls','wk3',2000
891,'SheDaisy','2000-07-15',70.0,'3:40','I Will.. But','wk3',2000
892,'SheDaisy','2000-02-05',70.0,'3:20','This Woman Needs','wk3',2000
893,"'Sheist, Shade'",'2000-11-11',99.0,'4:16','Where I Wanna Be','wk3',2000
894,'Shyne','2000-09-09',90.0,'4:22','Bad Boyz','wk3',2000
895,"'Simpson, Jessica'",'2000-07-01',44.0,'3:32',"""I Think I'm In Love ...""",'wk3',2000
896,"'Simpson, Jessica'",'2000-04-01',62.0,'3:51','Where You Are','wk3',2000
897,'Sisqo','1999-11-20',73.0,'3:52','Got To Get It','wk3',2000
898,'Sisqo','2000-06-24',61.0,'3:52','Incomplete','wk3',2000
899,'Sisqo','2000-01-29',35.0,'4:05','Thong Song','wk3',2000
900,'Sister Hazel','2000-07-15',66.0,'4:02','Change Your Mind','wk3',2000
901,'Smash Mouth','1999-10-30',56.0,'3:04','Then The Morning Com...','wk3',2000
902,"'Smith, Will'",'2000-02-12',99.0,'3:58',"""Freakin' It""",'wk3',2000
903,'Son By Four','2000-04-08',80.0,'3:30','A Puro Dolor','wk3',2000
904,'Sonique','2000-01-22',30.0,'3:48','It Feels So Good','wk3',2000
905,'SoulDecision','2000-07-08',81.0,'3:25','Faded','wk3',2000
906,"'Spears, Britney'",'2000-01-29',52.0,'4:30','From The Bottom Of M...','wk3',2000
907,"'Spears, Britney'",'2000-08-12',28.0,'3:23','Lucky','wk3',2000
908,"'Spears, Britney'",'2000-04-22',26.0,'3:30','Oops!.. I Did It Aga...','wk3',2000
909,"'Spencer, Tracie'",'2000-03-04',98.0,'4:11','Still In My Heart','wk3',2000
910,'Splender','2000-06-10',62.0,'3:55','I Think God Can Expl...','wk3',2000
911,'Sting','2000-05-13',72.0,'3:52','Desert Rose','wk3',2000
912,"'Stone, Angie'",'1999-12-25',74.0,'4:42','No More Rain','wk3',2000
913,'Stone Temple Pilots','2000-07-08',79.0,'4:16','Sour Girl','wk3',2000
914,"'Strait, George'",'2000-08-26',63.0,'3:48','Go On','wk3',2000
915,"'Strait, George'",'2000-01-29',54.0,'3:24','The Best Day','wk3',2000
916,'Sugar Ray','2000-01-15',54.0,'4:15','Falls Apart','wk3',2000
917,'Tamar','2000-03-25',92.0,'4:02',"""If You Don't Wanna L...""",'wk3',2000
918,'Tamia','2000-09-16',84.0,'3:38',"""Can't Go For That""",'wk3',2000
919,'Third Eye Blind','2000-09-02',70.0,'4:10','Deep Inside Of You','wk3',2000
920,'Third Eye Blind','2000-01-22',25.0,'3:57','Never Let You Go','wk3',2000
921,"'Thomas, Carl'",'2000-11-25',61.0,'4:31','Emotional','wk3',2000
922,"'Thomas, Carl'",'2000-03-25',48.0,'3:50','I Wish','wk3',2000
923,"'Thomas, Carl'",'2000-09-23',86.0,'4:57','Summer Rain','wk3',2000
924,"'Tippin, Aaron'",'2000-08-26',66.0,'2:53','Kiss This','wk3',2000
925,'TLC','2000-02-12',52.0,'4:36','Dear Lie','wk3',2000
926,'Train','1999-10-09',59.0,'3:55','Meet Virginia','wk3',2000
927,'Trick Daddy','2000-05-20',87.0,'4:17','Shut Up','wk3',2000
928,'Trina','2000-09-09',96.0,'2:58','Pull Over','wk3',2000
929,"'Tritt, Travis'",'2000-08-19',79.0,'4:15','Best Of Intentions','wk3',2000
930,'Tuesday','2000-12-30',nan,'4:06','I Know','wk3',2000
931,"'Urban, Keith'",'2000-07-15',73.0,'4:10','Your Everything','wk3',2000
932,'Usher','2000-11-04',60.0,'3:36','Pop Ya Collar','wk3',2000
933,"'Vassar, Phil'",'2000-03-04',64.0,'4:07','Carlene','wk3',2000
934,"'Vassar, Phil'",'2000-09-30',76.0,'3:54','Just Another Day In ...','wk3',2000
935,'Vertical Horizon','2000-01-22',53.0,'4:01','Everything You Want','wk3',2000
936,'Vertical Horizon','2000-08-26',43.0,'3:45',"""You're A God""",'wk3',2000
937,'Vitamin C','2000-04-15',54.0,'4:23','Graduation','wk3',2000
938,'Vitamin C','2000-12-02',45.0,'3:30','The Itch','wk3',2000
939,"'Walker, Clay'",'1999-12-04',94.0,'4:06',"'Live, Laugh, Love'",'wk3',2000
940,"'Walker, Clay'",'2000-04-15',57.0,'5:03','The Chain Of Love','wk3',2000
941,"'Wallflowers, The'",'2000-10-28',74.0,'3:29','Sleepwalker','wk3',2000
942,'Westlife','2000-04-01',66.0,'4:07','Swear It Again','wk3',2000
943,"'Williams, Robbie'",'1999-11-20',69.0,'3:56','Angels','wk3',2000
944,"'Wills, Mark'",'2000-01-15',51.0,'4:00','Back At One','wk3',2000
945,"'Worley, Darryl'",'2000-06-17',93.0,'3:35','When You Need My Lov...','wk3',2000
946,"'Wright, Chely'",'2000-03-04',75.0,'3:51','It Was','wk3',2000
947,'Yankee Grey','2000-04-29',77.0,'3:10','Another Nine Minutes','wk3',2000
948,"'Yearwood, Trisha'",'2000-04-01',83.0,'3:55','Real Live Woman','wk3',2000
949,'Ying Yang Twins','2000-03-18',91.0,'4:19','Whistle While You Tw...','wk3',2000
950,'Zombie Nation','2000-09-02',nan,'3:30','Kernkraft 400','wk3',2000
951,'2Ge+her','2000-09-02',nan,'3:15','The Hardest Part Of ...','wk4',2000
952,'2 Pac','2000-02-26',77.0,'4:22',"""Baby Don't Cry""",'wk4',2000
953,'3 Doors Down','2000-04-08',67.0,'3:53','Kryptonite','wk4',2000
954,'3 Doors Down','2000-10-21',69.0,'4:24','Loser','wk4',2000
955,'504 Boyz','2000-04-15',17.0,'3:35','Wobble Wobble','wk4',2000
956,'98?','2000-08-19',26.0,'3:24','Give Me Just One Nig...','wk4',2000
957,'Aaliyah','2000-01-29',41.0,'4:15',"""I Don't Wanna""",'wk4',2000
958,'Aaliyah','2000-03-18',28.0,'4:03','Try Again','wk4',2000
959,"'Adams, Yolanda'",'2000-08-26',69.0,'5:30','Open My Heart','wk4',2000
960,"'Adkins, Trace'",'2000-04-29',73.0,'3:05','More','wk4',2000
961,"'Aguilera, Christina'",'2000-08-05',29.0,'3:38','Come On Over Baby','wk4',2000
962,"'Aguilera, Christina'",'2000-04-15',28.0,'4:00','I Turn To You','wk4',2000
963,"'Aguilera, Christina'",'1999-11-27',18.0,'3:18','What A Girl Wants','wk4',2000
964,'Alice Deejay','2000-04-08',48.0,'6:50','Better Off Alone','wk4',2000
965,"'Allan, Gary'",'2000-01-22',77.0,'4:18','Smoke Rings In The D...','wk4',2000
966,'Amber','1999-07-17',96.0,'4:38','Sexual','wk4',2000
967,'Anastacia','2000-04-01',95.0,'4:01',"""I'm Outta Love""",'wk4',2000
968,"'Anthony, Marc'",'2000-09-16',70.0,'3:59','My Baby You','wk4',2000
969,"'Anthony, Marc'",'2000-02-26',43.0,'3:50','You Sang To Me','wk4',2000
970,'A*Teens','2000-07-08',95.0,'3:44','Dancing Queen','wk4',2000
971,'Avant','2000-11-04',43.0,'4:28','My First Love','wk4',2000
972,'Avant','2000-04-29',23.0,'4:13','Separated','wk4',2000
973,"'Backstreet Boys, The'",'2000-10-14',15.0,'3:49','Shape Of My Heart','wk4',2000
974,"'Backstreet Boys, The'",'2000-01-01',25.0,'3:54','Show Me The Meaning ...','wk4',2000
975,"'Backstreet Boys, The'",'2000-05-27',37.0,'3:46','The One','wk4',2000
976,"'Badu, Erkyah'",'2000-08-19',41.0,'5:03','Bag Lady','wk4',2000
977,'Baha Men','2000-07-22',76.0,'3:17','Who Let The Dogs Out','wk4',2000
978,'Barenaked Ladies','2000-09-09',45.0,'3:46','Pinch Me','wk4',2000
979,'BBMak','2000-04-29',52.0,'3:35','Back Here','wk4',2000
980,'Beenie Man','2000-10-21',56.0,'4:17','Girls Dem Sugar','wk4',2000
981,'Before Dark','2000-05-20',80.0,'4:04','Monica','wk4',2000
982,"'Bega, Lou'",'2000-01-29',nan,'3:23','Tricky Tricky ','wk4',2000
983,'Big Punisher','2000-04-22',79.0,'3:25',"""It's So Hard""",'wk4',2000
984,"'Black, Clint'",'2000-02-19',58.0,'5:28','Been There','wk4',2000
985,'Black Rob','2000-03-04',52.0,'4:04','Whoa!','wk4',2000
986,'Blaque','1999-10-23',42.0,'3:46','Bring It All To Me','wk4',2000
987,"'Blige, Mary J.'",'1999-11-13',75.0,'5:26','Deep Inside','wk4',2000
988,"'Blige, Mary J.'",'2000-04-15',76.0,'5:00','Give Me You','wk4',2000
989,'Blink-182','1999-12-04',59.0,'2:52','All The Small Things','wk4',2000
990,'Bloodhound Gang','2000-03-18',55.0,'4:20','The Bad Touch','wk4',2000
991,'Bon Jovi','2000-08-12',51.0,'3:44',"""It's My Life""",'wk4',2000
992,"'Braxton, Toni'",'2000-03-18',39.0,'4:21',"""He Wasn't Man Enough""",'wk4',2000
993,"'Braxton, Toni'",'2000-07-29',42.0,'4:10','Just Be A Man About ...','wk4',2000
994,"'Braxton, Toni'",'2000-12-02',nan,'4:24','Spanish Guitar','wk4',2000
995,"'Brock, Chad'",'2000-01-01',nan,'3:54','A Country Boy Can Su...','wk4',2000
996,"'Brock, Chad'",'2000-04-08',61.0,'3:22','Yes!','wk4',2000
997,'Brooks & Dunn','2000-06-10',85.0,'2:58',"""You'll Always Be Lov...""",'wk4',2000
998,"'Brooks, Garth'",'2000-02-19',70.0,'2:56','Do What You Gotta Do','wk4',2000
999,"'Byrd, Tracy'",'2000-01-29',76.0,'4:30','Put Your Hand In Min...','wk4',2000
